"Remember when the LGBT used to lie to us about just wanting people to stay out of their bedrooms, and now 6 years later they brought their sexual acts to our streets and in front of our children? Good times, good times.", Auth,Right
"Heartbeat bills don't do anything, and the pro-lifers who push for them know this. The only way to end abortion is to OUTLAW it and declare a child in the womb a person with human rights. Life begins at conception, not at a heartbeat.", Auth,Right
"These beach goers have NO CLUE why we celebrate Memorial Day, think that Pearl Harbor is in Florida, that we fought England in WW2, and that Rosa Parks was President during the Civil War.  ‍♀️   ", Auth,Right
"Excuse me, but that was my achievement   ", Auth,Right
"Can you believe it's been a whole year since those peaceful protesters nearly burnt the country down? In case you forgot how peaceful they were, here's a quick refresher!   ", Auth,Right
"Just last month the CDC was saying that vaccinated people would have to wear 2 masks &amp; refrain from gatherings because they can still spread COVID. Now they say if you're vaxxed you can go out maskless and pack stadiums. But if you question any of this then you're anti-science ", Auth,Right
"Might just start wearing a mask again now that the CDC says you don't need to if you get the jab. Wouldn't want to give off the impression that I'm a vaccinated Democrat!", Auth,Right
"I'm in a way kind of bummed to see mask restrictions starting to lift. That means I'll have to see every Democrat's ugly face again.", Auth,Right
"I've been doing that for a year without getting vaccinated  ‍♀️ ", Auth,Right
"UPDATE: You never needed the CDC's permission to breathe air to begin with  ‍♀️ ", Auth,Right
"3 years ago today! #CampusCarryNow ", Auth,Right
"Happy Mother's Day to my mom, who raised such a trouble maker that the whole world now either really loves or really really hates me    Thanks for not raising me to be a Democrat! ", Auth,Right
"When you look at the history of big social movements, they’re usually started and sustained by young people who put in the work to make it happen. As we look to COP26, I’m inspired by the young people using their voices in the fight against climate change. ", Left
"It was great to be back in New Jersey! There's too much at stake in this election to sit it out. Let's keep New Jersey moving forward by re-electing @PhilMurphyNJ and Democrats up and down the ballot. Make a plan to vote early—and get everyone you know to do the same. ", Left
"Virginians delivered for me twice, and now I’m asking them to do it again by electing @TerryMcAuliffe as their next governor. Every bit of progress in Virginia is at stake in this election—and there's no time to waste. Make a plan to vote early at   ", Left
"Some of the most important changes often start in state legislatures. That's why I'm proud to support these candidates for the Virginia state legislature. I hope you'll join me and the @DLCC in giving them your vote. ", Left
"Glad I had a chance to talk with our new champs! I really am proud of this team and their work this season. ", Left
"At a time when voting rights are being rolled back, the Freedom to Vote Act would strengthen our democracy and give more Americans a voice. That’s why the Senate should do the right thing and protect what so many generations fought so hard to secure.", Left
"It was great speaking with the @MBK_Alliance Advisory Council, and hearing more about the work they’re doing to make a difference in the lives of boys and young men of color across the country. ", Left
"General Colin Powell understood what was best in this country, and tried to bring his own life, career, and public statements in line with that ideal. Michelle and I will always look to him as an example of what America—and Americans—can and should be. ", Left
"Congrats to our new WNBA champs, @ChicagoSky! I couldn’t be prouder of this team — they worked hard for this moment, and have made our city proud. ", Left
"Today, we lost an icon with the passing of Timuel Black. Over his 102 years, Tim was many things: a veteran, historian, author, educator, civil rights leader, and humanitarian. Michelle and I send our thoughts to his family, and everyone who loved him. ", Left
"I was deeply saddened to learn about the passing of General Ray Odierno after a battle with cancer. He devoted his life to serving this country, and for that I will always be grateful. Michelle and I send our thoughts to his wife Linda, and their children. ", Left
"Congratulations to Maria Ressa and Dmitry Muratov. This award is a tribute to their extraordinary courage and the enduring value of fact-based journalism and freedom of expression, which is under threat in far too many places today. ", Left
"And of course, I’m excited for my @WhiteSox to be back in the playoffs. It’s going to be hard to top a walk-off home run on the Field of Dreams, but if any team can do it, it’s this one. Go Sox! ", Left
"It’s always good to be from Chicago, but this year is especially sweet. Congratulations to the @ChicagoSky for making it to the WNBA finals, and to the legend, @Candace_Parker, for making all of us proud. We’ll be rooting for you. ", Left
"If we don’t stand up for democracy, we’ll see this type of gerrymandering happen in even more states. It’s why @DemRedistrict is fighting for #FairMaps. And it’s why the Senate must pass the Freedom to Vote Act to protect our communities from partisan gerrymandering.", Left
"And in Georgia, Republicans released a congressional map that decreases the voting power of communities of color – including African Americans in a historically Black district – and ignores how the state has changed.", Left
"In Texas, for example, Republicans recently passed a law making voting harder, especially for people of color. Now they’re advancing a new congressional map that’s tilted in their favor and doesn’t reflect the state’s growth. ", Left
"Right now, state legislatures across the country are setting new boundaries for state legislative and congressional districts. And in many states, Republicans are drawing maps that allow them to hold onto power.", Left
"Our latest production from Higher Ground, Ada Twist, Scientist, is now on Netflix. Based on the book series, the show will continue the work we started at the White House Science Fair. We hope it inspires more young people to discover science and use their imagination to create. ", Left
"Happy anniversary, Miche! Over the past 29 years, I've loved watching the world get to know you not just as a daughter of the South Side, but as a mother, lawyer, executive, author, First Lady, and my best friend. I can’t imagine life without you. ", Left
"Happy 97th birthday, President Carter! Thank you for the extraordinary example of lifelong service that you've set for all of us.", Left
"Today, we officially broke ground on the Obama Presidential Center on the South Side of Chicago. Michelle and I can’t imagine a better investment in the city we love, and generations of young leaders who will help create change. ", Left
"Michelle and I couldn't be more excited to officially break ground on the Obama Presidential Center on the South Side of Chicago. Tune in live: ", Left
"Michelle and I had fun surprising some of the hardworking women from the Chicago Women of Trades. We’re grateful for the work they're doing — not only to build the Obama Presidential Center, but also to make it easier for more people to follow their example. ", Left
"It was great meeting our newest class of @ObamaFoundation Scholars at @UChicago. Young leaders like them are the source of my hope, and I believe they will power a brighter future for all of us. ", Left
"Chicago will always be an important place to @MichelleObama and me, which is why we're excited to celebrate the virtual groundbreaking for the Obama Presidential Center in Chicago next week. It’s been a long time coming, and we can't wait to see this project come to life. ", Left
"If we want to give our children and grandchildren a brighter future, the wealthiest Americans and large corporations must pay their fair share in taxes. ", Left
"The repeal of ‘Don’t Ask, Don’t Tell’ allowed these two Marines to be true to themselves while serving in our military. Listen to their story: ", Left
"Ten years ago today, we repealed ‘Don’t Ask, Don’t Tell.’ Today our military is stronger and our country is safer because patriotic Americans no longer have to live a lie in order to defend the country they love. ", Left
"Wishing my friend @JustinTrudeau the best in Canada’s upcoming election. Justin has been an effective leader and strong voice for democratic values, and I’m proud of the work we did together.", Left
"The Freedom to Vote Act just introduced in the Senate would strengthen our democracy by making it easier for people to vote and harder for politicians and special interests to drown out the voices of ordinary Americans. I support it, and every Senator should do the same.", Left
"Many of the refugees fleeing Afghanistan stood by America and risked everything for a chance at a better life. With the launch of   we can support our new Afghan neighbors and reaffirm our common humanity. I hope you'll join us. ", Left
"Today we honor the nearly 3,000 men, women, and children who died on September 11, 2001, and the heroes who have always run towards danger to do what’s right. Let’s never forget that day, and let’s never take them for granted. ", Left
"It was great speaking with @Surgeon_General Murthy and the COVID-19 Community Corps volunteers across the country who've been spending their time and energy encouraging their communities to get vaccinated. Their work is making a difference and will help us end this pandemic. ", Left
"California! You’ve got a big choice to make by September 14, and everything is on the line. Your vote could be the difference between protecting our kids or putting them at risk; helping Californians recover or taking us backwards. Vote “no” on the Republican recall.", Left
"Great memories of an important day. 31 million people now have health insurance—and the peace of mind that comes with it—thanks to the Affordable Care Act. Now @POTUS is committed to making it even stronger through his Build Back Better plan. ", Left
"The pandemic has devastated communities everywhere. But the young leaders in our newest class of @ObamaFoundation Scholars studying at @UChicago and @Columbia give me hope for a better future. Congratulations, Scholars! ", Left
"Labor Day is about honoring folks like Maurice Harris—a devoted husband and father of five, who has spent his career working in the trades in Chicago. He'll soon help build our Obama Presidential Center. Here’s his incredible story: ", Left
"This Labor Day, let’s honor all the working men and women who make this country what it is—and the American labor movement that has helped protect them, especially during this pandemic.", Left
"Michelle and I are thinking of everyone affected by Hurricane Ida, and we're grateful to the first responders doing heroic work. Here are some ways to support those in need: ", Left
"May God bless the memory of those we lost, and protect those who remain in harm’s way.", Left
"Our hearts go out to the families who lost a loved one, and to everyone continuing the mission in Kabul. We’re also thinking of the families of the Afghans who died, many of whom stood by America and were willing to risk everything for a chance at a better life.", Left
"As president, nothing was more painful than grieving with the loved ones of Americans who gave their lives serving our country. As President Biden said, these service members are heroes who have been engaged in a dangerous, selfless mission to save the lives of others.", Left
"Like so many of you, Michelle and I were heartbroken to hear about the terrorist attack outside the Kabul airport that killed and wounded so many U.S. service members, as well as Afghan men, women, and children.", Left
"Yesterday, the House passed the John Lewis Voting Rights Advancement Act that will help Americans everywhere make their voices heard. Now the Senate needs to follow the House’s lead. Call your Senators and ask them to do the right thing. Our democracy is on the line. ", Left
"The Olympics may be over, but the @Paralympics are just getting started. Many of the athletes on @TeamUSA have traveled amazing journeys to reach the top of their sport, and I’ll be cheering them on. Hope you will, too. ", Left
"Right now, thousands of people in Haiti are injured and even more are homeless after an earthquake hit the island on Saturday. If you’re looking for ways to make a difference, here are some organizations that are helping Haitians recover and rebuild. ", Left
"Tomorrow is the last day to sign up for health insurance during this special enrollment period. Go to   and join more than two million Americans who have gotten covered over the last six months.", Left
"We’re at a turning point in the redistricting process, and maps drawn in the next 12 months will determine the next decade of representation in our country. @AllOnTheLine is empowering folks to demand accountability during redistricting—join them:   ", Left
"Congress needs to summon the same courage we saw a half century ago when the Voting Rights Act was passed and guarantee every American a voice and a vote.", Left
"The Voting Rights Act, signed into law 56 years ago today, was a monumental piece of legislation. But with the Supreme Court and state legislatures making it harder to cast a ballot, we can’t take voting rights for granted.", Left
"From the coal mines of Pennsylvania to the halls of Congress, Rich Trumka was a fierce advocate for working Americans. He loved this country, and he never missed an opportunity to remind us what we can be. Thinking of his family, friends, and federation on this difficult day.", Left
"One of the things I’ve always loved about basketball is the fact that it brings people together and empowers young people everywhere. I’m proud to join the team at @NBA_Africa and look forward to seeing the change we can create across the continent. ", Left
"COVID-19 has gotten more contagious, so it’s more important than ever to get vaccinated. Vaccines are safe, and the best way to protect yourself and your loved ones. Go to   to find one near you.", Left
"Bob Moses was a hero of mine. His quiet confidence helped shape the civil rights movement, and he inspired generations of young people looking to make a difference. Michelle and I send our prayers to Janet and the rest of the Moses family.", Left
"I could not be prouder of the incredible athletes representing @TeamUSA at the Olympics. Their determination and hard work got them this far, and they’re ready to seize this moment. We'll be rooting for them all the way.", Left
"Since Bruce @springsteen and I first sat down to record our podcast Renegades: Born in the USA, folks have asked about the stories we told and the people and places that shaped us, and we’re excited for this new book to continue the conversation we started last summer. ", Left
"Even when he was confined to the darkness of a jail cell, Madiba’s light shone brightly. Today, as we reflect on his legacy, I see Mandela’s spirit alive in our @ObamaFoundation leaders. I’m inspired by their service, and the work they’re doing to create the change we need now. ", Left
"As Republican legislatures across the country deliberately try to make it harder to cast a ballot, we need to keep fighting to make sure every citizen has a voice and a vote. The future of our country is at stake.", Left
"John Lewis and C.T. Vivian loved this country so much that they risked their lives so that it might live up to its promise. They gave all of themselves to the cause of freedom and justice, and inspired generations to follow their example. Now it’s up to us to continue the work. ", Left
"For more than nine years, DREAMers have watched courts and politicians debate whether they’ll be allowed to stay in the only country many of them have ever known. It’s long past time for Congress to act and give them the protection and certainty they deserve.", Left
"Starting today, working families are getting monthly payments of up to $300 per child thanks to @POTUS' American Rescue Plan. This is an historic step that will help families make ends meet and lift millions of children out of poverty.   ", Left
"With so many folks getting together with family and friends, there’s a lot to celebrate this summer. Here’s a playlist of songs I’ve been listening to lately—it's a mix of old and new, household names and emerging artists, and a whole lot in between. ", Left
"While we were still in the White House, I began sharing my summer favorites—and now, it’s become a little tradition that I look forward to sharing with you all. So here's this year's offering. Hope you enjoy them as much as I did. ", Left
"Three Guinness World Records and now the national spelling bee champ! Congrats, Zaila—your hard work is paying off. We’re all proud of you. ", Left
"Michelle and I sat down with some terrific young people from @KidsPress to talk about We The People, our latest @Netflix series through Higher Ground. We're hoping these songs teach the next generation about how our government works and what it means to be an active citizen. ", Left
"If you want to make sure that insiders can’t drown out the voices of ordinary folks, I hope you'll check out @AllOnTheLine's Redistricting U. It's a training designed to help you engage with the map-drawing process in your state. Sign up today:   ", Left
"It's more urgent than ever for Congress to pass robust new voting rights legislation—now.", Left
"In the wake of the SCOTUS ruling further weakening the Voting Rights Act, take a look at how one Republican in Michigan was subjected to harsh attacks from within his own party for simply acknowledging the validity of the election results in his state. ", Left
"Happy Fourth of July, and Happy Birthday, Malia! It’s been such a joy to watch you begin to make your own way in the world with poise, grace, and humor. I miss the days when you thought the fireworks were for you. ", Left
"Libraries are citadels of knowledge and empathy—and they’ve played an extraordinarily important role in my life. I spoke with @SmithsonianSec Bunch about our shared love of books, A Promised Land, and the role storytelling plays in shaping our history. ", Left
"Our progress on the journey to equality sometimes feels like two steps forward, one step back. But when marriage equality became the law of the land six years ago, justice arrived like a thunderbolt. ", Left
"As a dad of two daughters, this movie really hit home for me. I'm glad to see it has resonated with so many people. ", Left
"Congratulations to the @CripCampFilm team on their @PeabodyAwards! I could not be prouder of the disability rights activists who inspired this film, the directors who brought their story to life, and our team at Higher Ground for their hard work. ", Left
"By telling her story, Natoma Canfield helped us pass the Affordable Care Act. She was an inspiration to me and so many others, which is why her letter still hangs in my office. Michelle and I send our condolences to Natoma’s family. ", Left
"The Senate is preparing to take action on a bill that would strengthen our democracy, but Republican Senators are afraid to even debate it. This week, @EricHolder and I had a chance to talk with folks across the country about what’s at stake – and how we can make a difference. ", Left
"I’m really proud of young men like James and Lazarus who, despite the obstacles they have faced, are raising their daughters with tremendous love and care. To all the dads out there—Happy Father’s Day. ", Left
"Now that Juneteenth is a federal holiday, take a minute to learn about Opal Lee—the woman who did more than anyone to make it happen. Let’s follow her lead and try to leave our grandkids a better world than the one we came up in. ", Left
"On Monday, I’m joining @EricHolder for a grassroots conversation with @AllOnTheLine to talk about why redistricting matters and how the Senate can help protect our democracy. Join us: ", Left
"And because he extended the special enrollment period until August 15th, anyone who needs coverage can go to   and sign up.", Left
"Now we need to build on the Affordable Care Act and continue to strengthen and expand it. That’s what @POTUS Biden has done through the American Rescue Plan, giving more families the peace of mind they deserve.", Left
"The principle of universal coverage has been established, and 31 million people now have access to care through the law we passed—with millions more who can no longer be denied coverage or charged more because of a preexisting condition.", Left
"Today, the Supreme Court upheld the Affordable Care Act. Again. This ruling reaffirms what we have long known to be true: the Affordable Care Act is here to stay.", Left
"On the ninth anniversary of DACA, I’m thinking about all the brave DREAMers who have stepped forward to tell their stories. They have fueled a movement that is still working to guarantee the permanent protections they deserve. I will always be inspired by their fight. ", Left
"Happy birthday, Sasha! You’ve grown so much, and it’s been a joy to watch you become the person we always hoped you’d be. Your mom and I can’t wait to see where life takes you next. ", Left
"It's always great catching up with @POTUS, and I'm grateful for everything he and his administration have done to protect and expand the Affordable Care Act. Let's keep working until every American has access to quality, affordable health care. ", Left
"On National Gun Violence Awareness Day, we #wearorange to honor those we’ve lost. As we begin to emerge from the pandemic, let’s not forget the other epidemic killing far too many Americans—and keep working to pass commonsense gun safety laws that will protect our communities.", Left
"Coaches like Ernest Radcliffe are changing lives every single day. They understand how sports can help us build relationships, communicate better, and learn how to get back up when life knocks us down. Thanks for letting me stop by practice, Coach! ", Left
"Yesterday, I sat down with some of the Obama Presidential Center’s neighbors—local business owners who help hold the South Side of Chicago together. We talked about how the @ObamaFoundation can catalyze more inclusive economic development and their hopes for the future. ", Left
"Michelle and I are excited to share our latest show from Higher Ground: We The People. Some of our favorite artists got together with amazing animators to remix civics—and the result is a lot better than what we had in school. Check it out on @Netflix this July 4. ", Left
"It’s great to be back in my hometown and even better to spend some time with talented young people in Jackson Park. I’m proud of the Wolfpack for a terrific season, and for their leadership off the field as well. Thanks for letting me give a guest pep talk! ", Left
".@brhodes has been a close advisor and a good friend for more than a decade. His new book, After the Fall, is a personal, timely look at how America has shaped the world we live in—for better and worse—and the importance of continuing to lead by example. It's a great read! ", Left
"On the 100th anniversary of the Tulsa Race Massacre, we remember all those who were killed and the survivors who bravely continue to share their stories so that we never forget this painful part of our history. Take a moment to learn about what happened: ", Left
"This Memorial Day, let’s remember the men and women who sacrificed everything for the people they served with and the country they loved. We owe them all an enormous debt of gratitude. ", Left
".@MarcusRashford is way ahead of where I was at 23—and not just because he’s a better athlete. It was great talking with him about everything from our shared love of reading to how we can lift up the next generation of leaders. ", Left
"At today’s @MBK_Alliance Leadership Forum, we’re talking about the amazing levels of activism we’ve seen since George Floyd was killed—and the need to reimagine policing and public safety. Join us live.  ", Left
"The COVID-19 vaccines are a miracle of modern science, and getting one is the best way to protect yourself and your family. If you haven’t already, schedule an appointment near you at ", Left
"At a time when so much of the debate around vaccinations and other public health measures has been politicized, this article offers a useful reminder of the role of modern science in fundamentally transforming all of our lives. ", Left
"When injustice runs deep, progress takes time. But if we can turn words into action and action into meaningful reform, we will, in the words of James Baldwin, “cease fleeing from reality and begin to change it.”", Left
"Today, more people in more places are seeing the world more clearly than they did a year ago. It’s a tribute to all those who decided that this time would be different—and that they, in their own ways, would help make it different.", Left
"So much is at stake in Virginia, including the constitutional right to access abortion. As governor, @TerryMcAuliffe will fight to defend that right. ", Center,Left
"With one week until Election Day, @JoeBiden is back in Virginia with @TerryMcAuliffe to rally voters and get out the vote in Arlington. Tune in now. ", Center,Left
"With Election Day fast approaching, @JoeBiden is returning to Arlington tonight with @TerryMcAuliffe to rally voters across the commonwealth.  Let’s keep moving Virginia forward. RSVP now.  ", Center,Left
"The Supreme Court’s decision to gut the Voting Rights Act in 2013 unlocked the wave of anti-voter legislation we are seeing across the country today.  We should not have to keep fighting so hard to secure our fundamental rights. But fight we must. And fight we will. ", Center,Left
"It’s time for big corporations and the wealthy to pay their fair share. ", Center,Left
"The Biden-Harris administration has created more jobs in our first eight months than any other administration in American history.", Center,Left
"Our Build Back Better Agenda will cut the costs of child care for America’s families—no middle-income family will pay more than 7% of their income for child care.", Center,Left
"Climate change is an existential threat to humanity.  The Build Back Better Agenda will make the biggest climate investments in our country’s history to fight this crisis head-on.", Center,Left
"Virginia, there are now less than two weeks until Election Day. Tune in for a get out the vote event with @BarackObama and @TerryMcAuliffe in Richmond. ", Center,Left
"Together, we will build our country back better than before.", Center,Left
"Investing in our children’s education at an early age is key to building a better future for all of us.  That’s why the Build Back Better Agenda will make universal pre-K for three- and four-year-olds a reality. ", Center,Left
"Virginia, @TerryMcAuliffe is running for governor to build a strong economy that creates good-paying jobs and invests in education and workers, and to protect the progress we’ve made. Let’s elect Terry and Democrats up and down the ballot. ", Center,Left
"Virginia voters are fired up and ready to vote for @TerryMcAuliffe and Democrats up and down the ballot. Make your voice heard at the ballot box to keep Virginia and our country moving forward. ", Center,Left
"Our Build Back Better Agenda will cut the cost of child care by more than half for most American families.  We need to give people everywhere a meaningful opportunity to both work and care for their families.  ", Center,Left
"As President @JoeBiden says, we can’t afford to sit while other countries pass us by.  Our Build Back Better Agenda and Bipartisan Infrastructure Deal will breathe new life into our workforce. ", Center,Left
"Get vaccinated. It's free and it can save your life.", Center,Left
"It’s not right that working families pay higher tax rates than the wealthiest and large corporations. We’ll fight to ensure that the wealthiest and corporations pay their fair share—and build an economy that works for everyone. That’s what the Build Back Better Agenda is about.", Center,Left
"Join me in Prince William County this Thursday for a grassroots event with @TerryMcAuliffe as we look to move Virginia towards a brighter future.  Looking forward to seeing everyone there. Sign up now:  ", Center,Left
"The average American family has to spend 13% of their income on child care—assuming they can even find quality care in their area.  We need to invest in families by lowering the cost of care in America.", Center,Left
"Virginia has an important election coming up on November 2, and we need all hands on deck to remind voters what’s at stake.  Sign up to make calls to voters today: ", Center,Left
